id,name,pinyin,explain,content
5079a5afbf344423a6ba83062a897f63, 安如泰山 , ān  rú  tài  shān,形容象泰山一样稳固，不可动摇。,安如泰山这则成语的意思是像泰山一样安稳，不可动摇。形容十分稳固。
586923d2775c45a8addc8a0a9ef6c193, 安如泰山 , ān  rú  tài  shān,形容象泰山一样稳固，不可动摇。,安如泰山这则成语的意思是像泰山一样安稳，不可动摇。形容十分稳固。
3b1800d241cd46aa9f8348cb5394f15c, 按兵不动 , àn  bīng  bù  dòng,止住。使军队暂不行动。现也比喻暂不开展工作。,春秋末，晋国东部的卫国是个弱小的诸侯国。被迫与晋国结盟，实际上完全听命于晋国，不住地给晋国进贡财物。当时任国君的卫灵公不愿长久处于屈辱的地位，便与齐景公缔结盟约，从而与晋国断绝了关系。
c85345d593894afbb3058fec29f7080f, 按兵不动 , àn  bīng  bù  dòng,止住。使军队暂不行动。现也比喻暂不开展工作。,春秋末，晋国东部的卫国是个弱小的诸侯国。被迫与晋国结盟，实际上完全听命于晋国，不住地给晋国进贡财物。当时任国君的卫灵公不愿长久处于屈辱的地位，便与齐景公缔结盟约，从而与晋国断绝了关系。
ac342e80b5ff4cb4a1440b4e344ef94c, 按图索骥 , àn  tú  suǒ  jì,良马。按照画像去寻求好马。比喻墨守成规办事；也比喻按照线索去寻求。,春秋时，秦国的伯乐很善于鉴别马匹。他把自己识马的知识和经验写成一本书，叫《相马经》。书中图文并茂地介绍了各类马匹。
55afca6b499f423ab6d01ef51f6d40b8, 按图索骥 , àn  tú  suǒ  jì,良马。按照画像去寻求好马。比喻墨守成规办事；也比喻按照线索去寻求。,春秋时，秦国的伯乐很善于鉴别马匹。他把自己识马的知识和经验写成一本书，叫《相马经》。书中图文并茂地介绍了各类马匹。
74a4fd6aa9e2456ebbb82fb011103f62, 暗渡陈仓 , àn  dù  chén  cāng,古县名，在今陕西省宝鸡市东。比喻用造假象的手段来达到某种目的或暗中进行活动。,楚汉相争时，项羽凭借强大的实力，违背先入关中者为王的约定，自立为西楚霸王，把汉中和巴蜀一带封给先入关中的刘邦。刘邦听从谋士张良的计策，到汉中时，人马过后，烧毁沿途的栈道，表明自己不再回关中了。项羽从此放松了对刘邦的警惕。后来，刘邦拜韩信为大将，命士兵修复原来烧毁的栈道，装作要从栈道出击进攻关中的样子，实际上却带领主力部队抄小道趁守将不备袭击了陈仓，进而攻人咸阳，占领了关中，揭开了楚汉大战的序幕。
efcaea369de64c97bfc8397dbd24d6c7, 暗渡陈仓 , àn  dù  chén  cāng,古县名，在今陕西省宝鸡市东。比喻用造假象的手段来达到某种目的或暗中进行活动。,楚汉相争时，项羽凭借强大的实力，违背先入关中者为王的约定，自立为西楚霸王，把汉中和巴蜀一带封给先入关中的刘邦。刘邦听从谋士张良的计策，到汉中时，人马过后，烧毁沿途的栈道，表明自己不再回关中了。项羽从此放松了对刘邦的警惕。后来，刘邦拜韩信为大将，命士兵修复原来烧毁的栈道，装作要从栈道出击进攻关中的样子，实际上却带领主力部队抄小道趁守将不备袭击了陈仓，进而攻人咸阳，占领了关中，揭开了楚汉大战的序幕。
62a4ba5e9cac49b19c7fbeab40e1e74d, 暗箭伤人 , àn  jiàn  shāng  rén,放冷箭伤害人。比喻暗地里用某种手段伤害人。,春秋时，郑国联合鲁、齐两国共同讨伐许国。在攻打许国都城时，老将颖考叔手执大旗，登上城头。青年副将公孙子都眼看颖考叔就要立大功，心怀忌妒，对他暗放一箭，正中背心。颖考叔顿时一个跟头栽下城来。另一副将瑕叔盈还以为他是被敌人射死的，马上拾起大旗，继续指挥战斗。最后，郑军终于攻克了许国都城。人们称公孙子都向颖考叔放暗箭是暗箭伤人。
9ac5a006c46349f88b4334f43f43d9f2, 暗箭伤人 , àn  jiàn  shāng  rén,放冷箭伤害人。比喻暗地里用某种手段伤害人。,春秋时，郑国联合鲁、齐两国共同讨伐许国。在攻打许国都城时，老将颖考叔手执大旗，登上城头。青年副将公孙子都眼看颖考叔就要立大功，心怀忌妒，对他暗放一箭，正中背心。颖考叔顿时一个跟头栽下城来。另一副将瑕叔盈还以为他是被敌人射死的，马上拾起大旗，继续指挥战斗。最后，郑军终于攻克了许国都城。人们称公孙子都向颖考叔放暗箭是暗箭伤人。
f02f5d5acb7d412f850e478618dd43df, 八面威风 , bā  miàn  wēi  fēng,令人敬畏的气势。各个方面都很威风。形容神气足，声势盛。,"""八面威风这则成语的意思是形容声势显赫、威望极盛的样子。"
3dbdead360d243b99a25896fcea3cdba, 八面威风 , bā  miàn  wēi  fēng,令人敬畏的气势。各个方面都很威风。形容神气足，声势盛。,"""八面威风这则成语的意思是形容声势显赫、威望极盛的样子。"
acb3dcc14496436e82b75508279e29cb, 八仙过海 , bā  xiān  guò  hǎi,相传八仙过海时不用舟船，各有一套法术。民间因有“八仙过海，各显神通”的谚语。后以比喻各自拿出本领或办法，互相竞赛。,传说吕洞宾等八位神仙去赴西王母的的蟠桃会，途经东海，只见巨浪汹涌。吕洞宾提议各自投一样东西到海里，然后各显神通过海。于是铁拐李把拐杖投到水里，自己立在水面过海；韩湘子以花蓝技水而渡；吕洞宾、蓝采和、张果老、汉钟离、曹国舅。何仙姑也分别把自己的萧、拍板、纸驴、鼓、玉版、竹罩投到海里，站在上面逐浪而过。八位神仙都靠自己的神通渡过了东海。八仙过海根据这个传说而来。
0f2aa5d26a1b4eaca8c95d469e14ae44, 八仙过海 , bā  xiān  guò  hǎi,相传八仙过海时不用舟船，各有一套法术。民间因有“八仙过海，各显神通”的谚语。后以比喻各自拿出本领或办法，互相竞赛。,传说吕洞宾等八位神仙去赴西王母的的蟠桃会，途经东海，只见巨浪汹涌。吕洞宾提议各自投一样东西到海里，然后各显神通过海。于是铁拐李把拐杖投到水里，自己立在水面过海；韩湘子以花蓝技水而渡；吕洞宾、蓝采和、张果老、汉钟离、曹国舅。何仙姑也分别把自己的萧、拍板、纸驴、鼓、玉版、竹罩投到海里，站在上面逐浪而过。八位神仙都靠自己的神通渡过了东海。八仙过海根据这个传说而来。
b27797f8d0f441f18abf2602e4ac70f2, 拔苗助长 , bá  miáo  zhù  zhǎng,比喻违反事物发展的客观规律，急于求成，反而坏事。,拔苗助长这则成语的意思是将苗拔起，帮助它生长。比喻不顾事物发展的规律，强求速成，结果反而把事情弄糟。
f39f44bed9a54df782e436ca15542c1f, 拔苗助长 , bá  miáo  zhù  zhǎng,比喻违反事物发展的客观规律，急于求成，反而坏事。,拔苗助长这则成语的意思是将苗拔起，帮助它生长。比喻不顾事物发展的规律，强求速成，结果反而把事情弄糟。
c15c1ccc3e0a4718b9dc40a1a07dddba, 拔山举鼎 , bá  shān  jǔ  dǐng,形容力量超人或气势雄伟。,拔山举鼎这则成语的意思是形容力强气壮。
47dc276a7de443108a908bc9779f279a, 拔山举鼎 , bá  shān  jǔ  dǐng,形容力量超人或气势雄伟。,拔山举鼎这则成语的意思是形容力强气壮。
5b79a8e2a396456b9b3175bbb0497437, 拔帜易帜 , bá  zhì  yì  zhì,换。比喻推翻别人，自己占有。,韩信被刘邦拜为大将后，率领汉军攻占了魏国和代国，接着又在张耳的协助下，带了几万兵东下井陉，攻击赵国。赵王和主将陈馀在井陉口聚集了二十万大军阻挡。
a7caa66144b2401d8b1d24734168f357, 拔帜易帜 , bá  zhì  yì  zhì,换。比喻推翻别人，自己占有。,韩信被刘邦拜为大将后，率领汉军攻占了魏国和代国，接着又在张耳的协助下，带了几万兵东下井陉，攻击赵国。赵王和主将陈馀在井陉口聚集了二十万大军阻挡。
e20f89cbc5384322b23d5a04f2ea1722, 白面书生 , bái  miàn  shū  shēng,指缺乏阅历经验的读书人。也指面孔白净的读书人。,南北朝的时候，有一个人叫做沈庆之。沈庆之从小就非常会打仗，常常打胜仗回来，后来他被封为“建武将军”，专门负责防守边疆。有一天，皇帝想要向北边扩展领土，沈庆之知道了，就极力阻止皇帝：“大王，这件事万万不可，您还记得以前几位将军向北边扩展领土失败的事吧！大王...”沈庆之不停地劝皇帝，皇帝觉得很烦，就对沈庆之说：“我不想听了，我叫别人来跟你说！”
4d1043ee135b415c9f379c9ddd15e5a2, 白面书生 , bái  miàn  shū  shēng,指缺乏阅历经验的读书人。也指面孔白净的读书人。,南北朝的时候，有一个人叫做沈庆之。沈庆之从小就非常会打仗，常常打胜仗回来，后来他被封为“建武将军”，专门负责防守边疆。有一天，皇帝想要向北边扩展领土，沈庆之知道了，就极力阻止皇帝：“大王，这件事万万不可，您还记得以前几位将军向北边扩展领土失败的事吧！大王...”沈庆之不停地劝皇帝，皇帝觉得很烦，就对沈庆之说：“我不想听了，我叫别人来跟你说！”
9a62873dc7c94b20a8a9d40ef467b8ad, 白头如新 , bái  tóu  rú  xīn,新交。指交朋友彼此不能了解，时间虽久，仍跟刚认识一样。,西汉时期，邹阳有一次因为受人诬陷，被梁孝王关进监牢，准备处死。邹阳十分激愤，他在狱中给梁孝王写了一封信，信中列举事实说明：“待人真诚就不会被人怀疑，纯粹是一句空话。”
c6aee8b64b7c4e18a45b7c2ce713ae09, 白头如新 , bái  tóu  rú  xīn,新交。指交朋友彼此不能了解，时间虽久，仍跟刚认识一样。,西汉时期，邹阳有一次因为受人诬陷，被梁孝王关进监牢，准备处死。邹阳十分激愤，他在狱中给梁孝王写了一封信，信中列举事实说明：“待人真诚就不会被人怀疑，纯粹是一句空话。”
cf66f43bd9e64379b11bc6539785165e, 白云亲舍 , bái  yún  qīn  shè,居住。比喻思念父母的话。,狄仁杰是唐朝并州（今山西太原）人，他年轻时曾做过并州法曹参军。
43ee38e946d046f0878f2b0e244013f2, 白云亲舍 , bái  yún  qīn  shè,居住。比喻思念父母的话。,狄仁杰是唐朝并州（今山西太原）人，他年轻时曾做过并州法曹参军。
e303b80f083d48eaadf60c1614c6c416, 百步穿杨 , bǎi  bù  chuān  yáng,在一百步远以外射中杨柳的叶子。形容箭法或枪法十分高明。,《战国策・西周策》：楚国有个叫养由基的人，他的箭术非常高明，即使离开柳树一百步射它的叶子，也百发百中，在旁的人看见了皆齐声喝采。
13f252b3e4064fef91b5a4d062a05ca9, 百步穿杨 , bǎi  bù  chuān  yáng,在一百步远以外射中杨柳的叶子。形容箭法或枪法十分高明。,《战国策・西周策》：楚国有个叫养由基的人，他的箭术非常高明，即使离开柳树一百步射它的叶子，也百发百中，在旁的人看见了皆齐声喝采。
408c84008eb84fb1aeb6f9968f42aecd, 百尺竿头 , bǎi  chǐ  gān  tóu,桅杆或杂技长竿的顶端。比喻极高的官位和功名，或学问、事业有很高的成就。,这个成语来源于宋.释道原《景德传灯录.招贤大师》，师示一偈曰：百丈竿头不动人，虽然得入未为真。百丈竿头须进步，十方世界是全身。
45bebea3116a4e34830fd8cf30449f79, 百尺竿头 , bǎi  chǐ  gān  tóu,桅杆或杂技长竿的顶端。比喻极高的官位和功名，或学问、事业有很高的成就。,这个成语来源于宋.释道原《景德传灯录.招贤大师》，师示一偈曰：百丈竿头不动人，虽然得入未为真。百丈竿头须进步，十方世界是全身。
d0b59082c92b401a9c6bf794555fd822, 百川归海 , bǎi  chuān  guī  hǎi,江河。许多江河流入大海。比喻大势所趋或众望所归。也比喻许多分散的事物汇集到一个地方。,西汉的思想家、文学家刘安，是汉高祖刘邦的孙子，袭父封为淮南王。他爱好读书鼓琴，才思敏捷，曾召集宾客和懂得天文、医学、历算、占卜等数千人，集体编写了一部数十万字的书《鸿烈》，也称《淮南子》。
1b5f6c031aae43ee92428a764a0f3de8, 百川归海 , bǎi  chuān  guī  hǎi,江河。许多江河流入大海。比喻大势所趋或众望所归。也比喻许多分散的事物汇集到一个地方。,西汉的思想家、文学家刘安，是汉高祖刘邦的孙子，袭父封为淮南王。他爱好读书鼓琴，才思敏捷，曾召集宾客和懂得天文、医学、历算、占卜等数千人，集体编写了一部数十万字的书《鸿烈》，也称《淮南子》。
647a52644331423bb48262f013873cba, 百发百中 , bǎi  fā  bǎi  zhòng,形容射箭或打枪准确，每次都命中目标。也比喻做事有充分把握。,这故事记载在“史记”这本书中。战国时代，楚国有一个对射箭很精明的人，叫做养由基。
0415a7f5c9904fa38f1f7f2bba0dd6f6, 百发百中 , bǎi  fā  bǎi  zhòng,形容射箭或打枪准确，每次都命中目标。也比喻做事有充分把握。,这故事记载在“史记”这本书中。战国时代，楚国有一个对射箭很精明的人，叫做养由基。
a13a215d81d448adb78dbee43d8c57bd, 百感交集 , bǎi  gǎn  jiāo  jí,同时发生。各种感触交织在一起。形容感触很多，心情复杂。,这个成语来源于《世说新语.言语》，卫洗马初欲渡江，形神惨悴，语左右云：“见此芒芒，不觉百端交集。苟未免有情，亦复谁能遣此！”
bfb96f0910ff46f2b664d39fe1e125e2, 百感交集 , bǎi  gǎn  jiāo  jí,同时发生。各种感触交织在一起。形容感触很多，心情复杂。,这个成语来源于《世说新语.言语》，卫洗马初欲渡江，形神惨悴，语左右云：“见此芒芒，不觉百端交集。苟未免有情，亦复谁能遣此！”
8e075f39c5ff44c99eef970a59495b4d, 百闻不如一见 , bǎi  wén  bù  rú  yī  jiàn,听见。听得再多，也不如亲眼见到一次。,这个成语来源于《汉书.赵充国传》，充国曰：“百闻不如一见。兵难渝度，臣愿驰至金城，图上方略。”
88d99672bf49480e8c89898db86319bb, 百闻不如一见 , bǎi  wén  bù  rú  yī  jiàn,听见。听得再多，也不如亲眼见到一次。,这个成语来源于《汉书.赵充国传》，充国曰：“百闻不如一见。兵难渝度，臣愿驰至金城，图上方略。”
bde044ea0ab043439dfb7f8c5783f72b, 百丈竿头 , bǎi  zhàng  gān  tóu,佛教语，百丈高的竿子，比喻道行达到很高境界。,这个成语来源于宋.释道原《景德传灯录.招贤大师》，师示一偈曰：百丈竿头不动人，虽然得入未为真。百丈竿头须进步，十方世界是全身。
e93f986c2112463cae45d5304cc1d303, 百丈竿头 , bǎi  zhàng  gān  tóu,佛教语，百丈高的竿子，比喻道行达到很高境界。,这个成语来源于宋.释道原《景德传灯录.招贤大师》，师示一偈曰：百丈竿头不动人，虽然得入未为真。百丈竿头须进步，十方世界是全身。
322a6f35fd3941688571b0967674f9d6, 百折不挠 , bǎi  zhé  bù  náo,弯曲。比喻意志坚强，无论受到多少次挫折，毫不动摇退缩。,东汉官员桥玄品行端庄，嫉恶如仇。有次，一伙强盗绑住他十岁的儿子，带进他家，要正在病中的桥玄立即拿钱赎取，遭到桥直的怒斥。不多时，官兵包围了桥家，因怕强盗会杀桥直的儿子，迟迟不敢动手。这时桥玄愤怒地喊道：我难道能因为儿子的生命而放了这伙坏人吗？催促官兵们赶快动手。结果，桥玄的儿子被强盗杀死了。人们称赞桥玄百折不挠，始终保持节操。折：挫。挠：弯曲。
283953004b78497fbb8d1b88ad31ad9c, 百折不挠 , bǎi  zhé  bù  náo,弯曲。比喻意志坚强，无论受到多少次挫折，毫不动摇退缩。,东汉官员桥玄品行端庄，嫉恶如仇。有次，一伙强盗绑住他十岁的儿子，带进他家，要正在病中的桥玄立即拿钱赎取，遭到桥直的怒斥。不多时，官兵包围了桥家，因怕强盗会杀桥直的儿子，迟迟不敢动手。这时桥玄愤怒地喊道：我难道能因为儿子的生命而放了这伙坏人吗？催促官兵们赶快动手。结果，桥玄的儿子被强盗杀死了。人们称赞桥玄百折不挠，始终保持节操。折：挫。挠：弯曲。
0ded148a8210470e927c20a23e50460b, 败军之将 , bài  jūn  zhī  jiàng,打了败仗的将领。现多用于讽刺失败的人。,楚汉战争的时候，汉军大将韩信打垮了魏王豹后，继续攻打投靠楚军的赵王歇。但是他们必须经过一个叫井径的狭窄山口。赵王的谋臣李左车向赵王献计说：井径道路狭窄，汉军辎重一定拉在后面。我带一部分军队，抄小路去截断他们的辎重，就会使他们因失去给养而败走。可惜赵王没有采纳他的计策。韩信攻克赵后，向作为俘虏的李左车请教一些问题。李左车谦虚地推辞说：作为败军之将，我怎么可以教导你呢？这个成语意指打了败仗的将军。
a64b5fc447c241dd8d681b2442d326bf, 败军之将 , bài  jūn  zhī  jiàng,打了败仗的将领。现多用于讽刺失败的人。,楚汉战争的时候，汉军大将韩信打垮了魏王豹后，继续攻打投靠楚军的赵王歇。但是他们必须经过一个叫井径的狭窄山口。赵王的谋臣李左车向赵王献计说：井径道路狭窄，汉军辎重一定拉在后面。我带一部分军队，抄小路去截断他们的辎重，就会使他们因失去给养而败走。可惜赵王没有采纳他的计策。韩信攻克赵后，向作为俘虏的李左车请教一些问题。李左车谦虚地推辞说：作为败军之将，我怎么可以教导你呢？这个成语意指打了败仗的将军。
a73e49a4498e41afbe02488d997ea10c, 班门弄斧 , bān  mén  nòng  fǔ,在鲁班门前舞弄斧子。比喻在行家面前卖弄本领，不自量力。,明朝有个文人叫梅之涣。有一回，他到采石矶（现在安徽当涂）唐代大诗人李白的墓地去游览，只见四周的墙壁上，涂涂抹抹全是游人写的诗，这些诗都很低劣。他也提起笔来写了一首：
5d350d23c97243b09e461900cd3180ce, 班门弄斧 , bān  mén  nòng  fǔ,在鲁班门前舞弄斧子。比喻在行家面前卖弄本领，不自量力。,明朝有个文人叫梅之涣。有一回，他到采石矶（现在安徽当涂）唐代大诗人李白的墓地去游览，只见四周的墙壁上，涂涂抹抹全是游人写的诗，这些诗都很低劣。他也提起笔来写了一首：
af3c71d5d7884fe38e315ae1ebc48589, 半部论语 , bàn  bù  lún  yǔ,旧时对儒学经典之一《论语》的夸赞之辞，掌握半部《论语》，人的能力就会提高，就能治理国家。,这个成语来源于宋.罗大经《鹤林玉露》，人言普山东人，所读止《论谱》.....太宗尝以此问普，普略不隐，对曰：“臣平生所知，诚不出此。昔以其半辅太祖定天下，今欲以其半辅陛下致太平。”
5bc3367b04db42b1b8131a89a7c65a40, 半部论语 , bàn  bù  lún  yǔ,旧时对儒学经典之一《论语》的夸赞之辞，掌握半部《论语》，人的能力就会提高，就能治理国家。,这个成语来源于宋.罗大经《鹤林玉露》，人言普山东人，所读止《论谱》.....太宗尝以此问普，普略不隐，对曰：“臣平生所知，诚不出此。昔以其半辅太祖定天下，今欲以其半辅陛下致太平。”
366d5f39d94343dc908d77b80a1835b9, 半途而废 , bàn  tú  ér  fèi,停止。指做事不能坚持到底，中途停顿，有始无终。,战国时期，有一个叫乐羊子的人，离开家到很远的地方去拜师学艺。一天，他的妻子正在家里织布，乐羊子突然回来了。他的妻子觉得奇怪，便问：你这么快就学完了？乐羊子说：没有，我在外面想家了，所以回来看看。他的妻子听了以后，拿起剪刀把一块已经织好的布剪成两段，然后对他说：这布是我辛辛苦苦、一点一点织出来的，现在我把它剪断了，就等于以前的时间和辛苦都白费了。你拜师求学，和我纺线织布是一样的！于是乐羊子离开家继续拜师求学去了。
95cc85bdc03446d6a8cae8e33f4a9612, 半途而废 , bàn  tú  ér  fèi,停止。指做事不能坚持到底，中途停顿，有始无终。,战国时期，有一个叫乐羊子的人，离开家到很远的地方去拜师学艺。一天，他的妻子正在家里织布，乐羊子突然回来了。他的妻子觉得奇怪，便问：你这么快就学完了？乐羊子说：没有，我在外面想家了，所以回来看看。他的妻子听了以后，拿起剪刀把一块已经织好的布剪成两段，然后对他说：这布是我辛辛苦苦、一点一点织出来的，现在我把它剪断了，就等于以前的时间和辛苦都白费了。你拜师求学，和我纺线织布是一样的！于是乐羊子离开家继续拜师求学去了。
9841fa1c7c664aa39fcf789a5e059a29, 傍人门户 , bàng  rén  mén  hù,门第。比喻依赖别人，不能自立。,古时候，中国民间有一种风俗：过年时，用两块桃木板写上神仙的名字挂在门旁，以便压邪，这木板称作“桃符”；五月初五那天，将艾蒿扎成人形悬挂门户上方，用来驱赶毒气，称为“艾人”。
1cff8f8c2242436d9b05e8af2fffeec8, 傍人门户 , bàng  rén  mén  hù,门第。比喻依赖别人，不能自立。,古时候，中国民间有一种风俗：过年时，用两块桃木板写上神仙的名字挂在门旁，以便压邪，这木板称作“桃符”；五月初五那天，将艾蒿扎成人形悬挂门户上方，用来驱赶毒气，称为“艾人”。
27a459b6aa3f4269b3f0c65b2d2735fa, 包藏祸心 , bāo  cáng  huò  xīn,害人之心。心里怀着害人的恶意。,公元前541年，楚国的公子围在副手伍举的陪同下带了许多兵马到郑国去迎亲。原来，郑国是个小国，楚国是个大国，郑国与楚国交好，以便靠它的力量与别的诸侯国抗衡。为此，大夫公孙段把女儿嫁给楚国的公子围。
282ced0f06bf43d48bc5fa05c76f83ec, 包藏祸心 , bāo  cáng  huò  xīn,害人之心。心里怀着害人的恶意。,公元前541年，楚国的公子围在副手伍举的陪同下带了许多兵马到郑国去迎亲。原来，郑国是个小国，楚国是个大国，郑国与楚国交好，以便靠它的力量与别的诸侯国抗衡。为此，大夫公孙段把女儿嫁给楚国的公子围。
5d76dae835b846fa8941276f4bcadc33, 抱残守缺 , bào  cán  shǒu  quē,抱着残缺陈旧的东西不放。形容思想保守，不求改进。,这句成语初作“保残守缺”，见于《汉书・刘歆传》：“犹欲保残守缺，挟恐见破之私意，而无从善服义之公心。”
57a0b50ddc554270a5ae184074b4f95d, 抱残守缺 , bào  cán  shǒu  quē,抱着残缺陈旧的东西不放。形容思想保守，不求改进。,这句成语初作“保残守缺”，见于《汉书・刘歆传》：“犹欲保残守缺，挟恐见破之私意，而无从善服义之公心。”
7f01f1f034df4718b1798941c35fc3bb, 抱薪救火 , bào  xīn  jiù  huǒ,柴草。抱着柴草去救火。比喻用错误的方法去消除灾祸，结果使灾祸反而扩大。,战国末年，秦国采取远交近攻的政策，不断并吞邻近的国家，好扩大自己的领土。其中，秦国曾经三次进攻魏国，占领魏国许多的土地，魏国军民也伤亡惨重。
5c7f8ea759c34a30b749150472e1f23f, 抱薪救火 , bào  xīn  jiù  huǒ,柴草。抱着柴草去救火。比喻用错误的方法去消除灾祸，结果使灾祸反而扩大。,战国末年，秦国采取远交近攻的政策，不断并吞邻近的国家，好扩大自己的领土。其中，秦国曾经三次进攻魏国，占领魏国许多的土地，魏国军民也伤亡惨重。
297decc2a75b4e1bac04f19a9e84bafd, 杯弓蛇影 , bēi  gōng  shé  yǐng,将映在酒杯里的弓影误认为蛇。比喻因疑神疑鬼而引起恐惧。,有一天，乐广请他的朋友在家里大厅中喝酒。那个朋友在喝酒的时候，突然看见自己的酒杯里，有一条小蛇的影子在晃动，他心里很厌恶，可还是把酒喝了下去。喝了之后，心里到底不自在，放心不下。回到家中就生起病来。
2acd44f349334e84a5d44644a90f161f, 杯弓蛇影 , bēi  gōng  shé  yǐng,将映在酒杯里的弓影误认为蛇。比喻因疑神疑鬼而引起恐惧。,有一天，乐广请他的朋友在家里大厅中喝酒。那个朋友在喝酒的时候，突然看见自己的酒杯里，有一条小蛇的影子在晃动，他心里很厌恶，可还是把酒喝了下去。喝了之后，心里到底不自在，放心不下。回到家中就生起病来。
